index,customerID,CustomerTitle,CustomerAge,Came_from_Paid_Acquisition?,# Months since first Purchase,InternetService,Has contacted CS,Has_MK_TV_Service?,PaymentMethod,LastPurchaseAmount,TotalPurchaseAmount,Churn
3546,8200-LGKSR,Mr,47,Yes,71.0,,Yes,Yes,Credit card,83.2,6126.1,No
3547,1568-BEKZM,Mrs,60,Yes,70.0,,Yes,Yes,Credit card,90.05,6333.4,No
3548,0670-ANMUU,Mr,54,No,71.0,,Yes,No,PayPal,97.65,6687.85,No
3549,6897-RWMUB,Mr,62,Yes,61.0,,Yes,No,Credit card,68.05,4158.25,No
3550,0963-ZBDRN,Mrs,62,No,32.0,,Yes,Yes,Bank transfer (automatic),96.2,3183.4,Yes
3551,7594-RQHXR,Mr,62,No,1.0,,No,No,Credit card,79.6,79.6,Yes
3552,6999-CHVCF,Ms,48,No,68.0,,No,No,Credit card,102.1,7149.35,No
3553,6134-KWTBV,Mr,61,No,62.0,,No,No,Credit card,23.4,1429.65,No
3554,1077-HUUJM,Mr,61,No,7.0,,No,No,Credit card,71.05,472.65,No
3555,6331-EWIEB,Mr,57,No,20.0,,No,Yes,Credit card,85.25,1734.5,Yes
3556,0895-LNKRC,Mr,43,Yes,6.0,,No,No,Credit card,19.45,113.5,No
3557,2045-BMBTJ,Mr,68,No,33.0,,No,Yes,Credit card,59.45,1884.65,No
3558,8417-GSODA,Mr,54,Yes,28.0,,No,Yes,Credit card,92.2,2568.15,No
3559,5171-EPLKN,Mr,64,No,27.0,,No,No,Credit card,19.85,470,No
3560,4452-QIIEB,Mrs,58,No,7.0,,No,No,Credit card,43.9,278.4,No
3561,5998-VVEJY,Mr,61,No,26.0,,Yes,No,Credit card,80.5,2088.8,Yes
3562,1624-NALOJ,Mrs,58,No,5.0,,No,No,Bank transfer (automatic),89.8,502.6,Yes
3563,6741-EGCBI,Mr,53,No,30.0,,No,No,Credit card,90.5,2595.85,No
3564,7820-ZYGNY,Mr,71,No,63.0,,No,No,Bank transfer (automatic),90.45,5825.5,No
3565,4317-VTEOA,Mr,69,No,1.0,,No,No,PayPal,50.75,50.75,Yes
3566,9677-AVKED,Mr,53,No,53.0,,Yes,Yes,Credit card,84.6,4449.75,No
3567,1670-SVOWZ,Ms,58,Yes,14.0,,Yes,No,Credit card,89.65,1208.35,Yes
3568,2227-JRSJX,Mr,66,No,21.0,Fiber optic,Yes,Yes,Credit card,99.15,1956.4,No
3569,9847-HNVGP,Mr,45,No,17.0,,No,No,Credit card,19.95,310.6,No
3570,6696-YDAYZ,Mrs,43,Yes,16.0,,No,No,Credit card,20.5,290.55,No
3571,8980-WQFWL,Mr,54,No,35.0,,No,No,Bank transfer (automatic),62.1,2096.1,No
3572,1730-ZMAME,Mrs,48,No,32.0,,No,No,Credit card,79.5,2665,No
3573,6506-EYCNH,Mrs,68,Yes,28.0,,No,No,Credit card,19.55,543.8,No
3574,4634-JLRJT,Mr,50,No,1.0,,No,No,Credit card,20.35,20.35,No
3575,9501-UKKNL,Mrs,44,No,59.0,,Yes,Yes,PayPal,51.7,3005.8,No
3576,2560-QTSBS,Mrs,53,Yes,72.0,,No,No,Bank transfer (automatic),23.3,1623.15,No
3577,7541-YLXCL,Mrs,69,No,36.0,,Yes,No,Credit card,65.4,2498.4,Yes
3578,4795-WRNVT,Mrs,69,No,40.0,,No,Yes,Credit card,65.1,2586,No
3579,6080-TCMYC,Mr,66,Yes,40.0,,No,No,Credit card,81.2,3292.3,No
3580,0260-ZDLGK,Mr,62,No,9.0,,Yes,Yes,Credit card,72.9,651.4,Yes
3581,7860-UXCRM,Mrs,42,Yes,63.0,,Yes,Yes,PayPal,74.5,4674.55,No
3582,6357-JJPQT,Mr,43,No,3.0,,No,Yes,Credit card,80.5,232.35,No
3583,2292-XQWSV,Mrs,69,Yes,40.0,,Yes,Yes,Credit card,60.3,2448.5,No
3584,9552-TGUZV,Mr,55,Yes,8.0,,No,No,PayPal,75.0,658.1,No
3585,5913-INRQV,Mr,48,Yes,34.0,,Yes,Yes,Credit card,90.15,3128.8,No
3586,8722-NGNBH,Mrs,60,No,5.0,,Yes,No,Bank transfer (automatic),40.0,223.45,Yes
3587,6210-KBBPI,Mr,64,No,9.0,,No,Yes,Credit card,99.45,919.4,Yes
3588,9643-YBLUR,Mr,71,Yes,9.0,,No,No,Credit card,69.05,653.95,No
3589,8734-FNWVH,Mr,54,Yes,31.0,DSL,No,No,Credit card,59.7,1825.5,No
3590,9447-YPTBX,Mr,56,Yes,50.0,,No,No,Credit card,19.85,943.1,No
3591,0133-BMFZO,Mr,61,No,2.0,,Yes,No,Credit card,86.25,181.65,Yes
3592,6128-CZOMY,Mr,51,No,1.0,,No,No,Credit card,45.65,45.65,Yes
3593,9540-JYROE,Mrs,48,No,8.0,,No,No,Credit card,70.1,551.35,Yes
3594,9026-LHEVG,Mrs,51,No,9.0,,No,No,Credit card,40.75,359.4,No
3595,2260-USTRB,Mr,58,No,2.0,,No,No,Bank transfer (automatic),70.2,115.95,Yes
3596,3656-TKRVZ,Mr,43,No,3.0,,No,No,Credit card,55.35,165.2,Yes
3597,7011-CVEUC,Mr,62,Yes,25.0,,Yes,Yes,PayPal,95.7,2338.35,No
3598,6185-TASNN,Mr,62,No,1.0,,No,No,Bank transfer (automatic),46.3,46.3,No
3599,7925-PNRGI,Mr,48,Yes,45.0,,Yes,Yes,Credit card,81.3,3541.1,No
3600,8623-TMRBY,Mr,54,Yes,51.0,,No,No,Credit card,84.2,4146.05,Yes
3601,1552-CZCLL,Mr,50,Yes,55.0,,No,No,PayPal,20.0,1087.25,No
3602,3038-PQIUY,Mr,67,No,38.0,,No,No,Credit card,66.15,2522.4,No
3603,1501-SGHBW,Mrs,51,No,2.0,,No,No,Credit card,45.85,81,Yes
3604,9313-CDOGY,Mr,67,Yes,38.0,,No,No,Credit card,19.6,717.3,No
3605,8148-BPLZQ,Mrs,68,No,34.0,,No,No,Credit card,49.8,1734.2,No
3606,2623-DRYAM,,55,Yes,70.0,,No,Yes,Credit card,101.75,7069.3,No
3607,9987-LUTYD,Mrs,46,No,13.0,,Yes,No,Credit card,55.15,742.9,No
3608,3208-YPIOE,Mr,69,No,39.0,,No,No,Credit card,75.25,3017.65,Yes
3609,4488-KQFDT,Mr,53,No,61.0,,No,Yes,Credit card,103.95,6423,No
3610,2612-RANWT,,52,No,12.0,,No,Yes,Bank transfer (automatic),100.15,1164.3,Yes
3611,5693-PIPCS,Mrs,45,No,41.0,,Yes,Yes,Credit card,99.65,4220.35,No
3612,0491-KAPQG,Mrs,51,No,21.0,,No,No,Credit card,73.7,1558.7,No
3613,1925-LFCZZ,Mr,47,No,55.0,,No,Yes,PayPal,50.05,2743.45,No
3614,8039-EQPIM,Mr,56,Yes,69.0,,Yes,Yes,Credit card,60.25,4055.5,No
3615,6900-PXRMS,Ms,62,Yes,26.0,,No,Yes,Credit card,105.75,2710.25,Yes
3616,8707-RMEZH,Mr,44,Yes,69.0,,No,No,Credit card,87.3,6055.55,No
3617,3346-BRMIS,Mr,66,Yes,18.0,,No,Yes,Credit card,48.35,810.7,Yes
3618,3209-ZPKFI,Mr,65,Yes,47.0,,No,No,Credit card,54.25,2538.2,No
3619,6479-VDGRK,Mrs,71,Yes,72.0,,Yes,Yes,Bank transfer (automatic),85.3,6129.2,No
3620,9373-WSLOY,Mr,43,Yes,33.0,,Yes,Yes,Credit card,50.0,1750.85,No
3621,2933-FILNV,Mr,50,Yes,2.0,,No,No,Credit card,24.4,36.55,Yes
3622,3569-JFODW,Ms,68,Yes,72.0,,Yes,Yes,Credit card,90.95,6652.45,No
3623,9819-FBNSV,Mrs,50,Yes,37.0,,No,No,Credit card,72.25,2575.45,No
3624,9544-PYPSJ,Mr,55,Yes,62.0,,No,No,Credit card,96.1,6019.35,No
3625,1591-XWLGB,Mr,68,Yes,71.0,,No,No,Credit card,19.85,1379.6,No
3626,0396-UKGAI,Mrs,60,No,23.0,,Yes,No,Bank transfer (automatic),55.3,1284.2,No
3627,3243-ZHOHY,Mr,42,No,16.0,,No,No,Credit card,20.1,296.15,No
3628,5186-EJEGL,Ms,55,No,9.0,,Yes,Yes,Credit card,69.5,653.25,No
3629,7527-QNRUS,Mrs,59,Yes,17.0,Fiber optic,No,No,Bank transfer (automatic),25.15,412.6,No
3630,9986-BONCE,Mr,60,No,4.0,,No,No,Bank transfer (automatic),20.95,85.5,Yes
3631,2722-JMONI,Mr,64,Yes,1.0,,No,No,Credit card,49.55,49.55,Yes
3632,2203-GHNWN,Mrs,65,Yes,24.0,,No,No,PayPal,79.65,1928.7,No
3633,3878-AVSOQ,Mrs,52,No,1.0,,No,No,Credit card,71.25,71.25,No
3634,3258-SYSWS,Mr,60,No,72.0,,Yes,Yes,Bank transfer (automatic),113.8,7845.8,No
3635,5296-PSYVW,Mr,63,Yes,72.0,,No,No,Credit card,24.55,1750.7,No
3636,6319-QSUSR,Mr,65,No,11.0,,No,No,Credit card,19.7,216.2,No
3637,4083-EUGRJ,Mr,57,No,9.0,,No,No,Credit card,20.25,178.5,Yes
3638,7579-OOPEC,Mr,71,Yes,2.0,,No,No,Credit card,50.15,115.1,Yes
3639,0512-FLFDW,Mr,51,Yes,60.0,,No,Yes,Credit card,100.5,6029,No
3640,1771-OADNZ,Mr,70,Yes,29.0,,No,No,Credit card,95.9,2745.2,Yes
3641,0487-CRLZF,Ms,63,No,49.0,,Yes,Yes,PayPal,74.45,3721.9,No
3642,2107-FBPTK,Mr,66,No,30.0,,No,Yes,Credit card,104.1,3121.1,No
3643,9451-WLYRI,Mr,61,Yes,53.0,,No,No,PayPal,19.05,990.45,No
3644,8219-VYBVI,Mr,48,No,39.0,,No,No,Credit card,25.0,1004.35,No
3645,1991-VOPLL,Mr,71,No,9.0,,No,No,Credit card,19.05,157.65,No
3646,9738-QLWTP,Mr,48,No,39.0,,Yes,No,Credit card,81.9,3219.75,No
3647,1016-DJTSV,Ms,57,No,8.0,,No,No,Credit card,69.7,572.85,No
3648,9419-IPPBE,Mr,66,Yes,51.0,,No,No,Credit card,90.15,4554.85,No
3649,0174-QRVVY,Mr,51,Yes,71.0,,No,No,Bank transfer (automatic),25.35,1847.55,No
3650,5699-BNCAS,Ms,60,No,71.0,Fiber optic,No,No,Credit card,24.65,1766.75,No
3651,2900-PHPLN,Mrs,69,Yes,70.0,,No,No,Credit card,19.55,1462.05,No
3652,0612-RTZZA,Mrs,64,No,1.0,,No,No,Credit card,25.25,25.25,Yes
3653,8106-GWQOK,Mr,62,Yes,38.0,,Yes,Yes,Credit card,60.0,2193.2,No
3654,8751-EDEKA,Mrs,55,Yes,28.0,,No,No,Credit card,89.9,2433.5,No
3655,6878-GGDWG,Mrs,61,Yes,32.0,,No,No,Credit card,19.4,641.15,No
3656,4039-PIMHX,Mr,64,Yes,49.0,,No,No,Credit card,49.8,2398.4,No
3657,8450-LUGUK,Mrs,59,Yes,37.0,,No,No,Credit card,24.1,861.85,No
3658,3604-WLABM,Mrs,68,No,10.0,,Yes,No,Credit card,54.25,583,No
3659,0795-GMVQO,Mr,51,Yes,67.0,,No,Yes,Credit card,109.9,7332.4,No
3660,2259-OUUSZ,Mr,55,No,7.0,,Yes,No,Credit card,35.5,249.55,No
3661,1142-IHLOO,Mr,44,No,51.0,,No,Yes,PayPal,87.55,4475.9,No
3662,6410-LEFEN,Mrs,54,No,9.0,,No,No,Credit card,45.15,416.45,Yes
3663,4633-MKHYU,Mr,65,No,9.0,,No,Yes,PayPal,88.4,788.6,No
3664,6257-RJOHI,Mrs,44,No,4.0,,Yes,No,Credit card,50.8,202.3,No
3665,1545-JFUML,Ms,58,Yes,71.0,,No,Yes,Credit card,99.0,6994.6,No
3666,3194-ORPIK,Mr,46,Yes,50.0,,No,Yes,,84.4,4116.15,Yes
3667,7826-VVKWT,Mr,60,Yes,24.0,,No,Yes,Credit card,96.55,2263.45,No
3668,1353-GHZOS,Ms,66,Yes,22.0,,No,Yes,Bank transfer (automatic),59.75,1374.35,No
3669,2587-EKXTS,Mrs,58,No,44.0,,No,Yes,Credit card,111.5,4915.15,No
3670,5442-BXVND,Mr,69,Yes,33.0,,No,No,Bank transfer (automatic),24.25,838.5,No
3671,8816-VXNZD,Mrs,60,No,1.0,,No,No,Credit card,75.1,75.1,Yes
3672,9378-FXTIZ,Mr,48,Yes,54.0,,No,Yes,Bank transfer (automatic),70.15,3715.65,Yes
3673,1723-HKXJQ,Ms,64,No,42.0,,No,Yes,Credit card,101.75,4273.45,Yes
3674,7825-GKXMW,Mr,42,No,1.0,,No,No,PayPal,45.8,45.8,Yes
3675,9753-OYLBX,Mr,70,No,1.0,,No,No,PayPal,20.5,20.5,No
3676,2364-UFROM,Mrs,54,No,30.0,,Yes,Yes,Credit card,70.4,2044.75,No
3677,6656-JWRQX,Ms,56,No,1.0,,Yes,No,Credit card,30.55,30.55,No
3678,6473-ULUHT,Mrs,62,Yes,16.0,,Yes,Yes,PayPal,84.9,1398.25,No
3679,1240-KNSEZ,Mr,60,No,1.0,,No,No,Credit card,20.1,20.1,Yes
3680,0836-SEYLU,Mr,43,Yes,9.0,,Yes,Yes,Credit card,40.65,328.95,Yes
3681,4433-JCGCG,Mr,42,Yes,46.0,,No,Yes,PayPal,101.0,4680.05,Yes
3682,3716-BDVDB,Mrs,60,No,1.0,,No,No,PayPal,69.1,69.1,Yes
3683,7688-AWMDX,Mrs,56,Yes,71.0,,Yes,No,Credit card,54.5,3778.2,No
3684,2842-BCQGE,Mr,51,No,43.0,,No,No,Credit card,75.35,3161.4,No
3685,7244-QWYHG,Mrs,70,Yes,50.0,,Yes,Yes,Bank transfer (automatic),44.45,2188.45,No
3686,5899-MQZZL,Mr,52,No,13.0,,No,No,PayPal,75.0,999.45,Yes
3687,6849-OYAMU,Mr,45,Yes,19.0,,Yes,Yes,Credit card,100.0,1888.65,Yes
3688,5312-UXESG,Ms,70,No,41.0,,No,Yes,PayPal,98.05,3990.6,No
3689,9488-HGMJH,Ms,67,No,1.0,,No,No,Credit card,71.15,71.15,Yes
3690,6038-GCYEC,Mr,54,No,24.0,,No,Yes,Credit card,54.15,1240.25,Yes
3691,2150-WLKUW,Mr,51,Yes,40.0,,No,Yes,Credit card,63.9,2635,No
3692,7159-FVYPK,Mr,62,Yes,3.0,,No,Yes,Credit card,69.15,235,No
3693,7032-LMBHI,Ms,59,No,37.0,,No,Yes,Credit card,64.65,2347.85,No
3694,1150-WFARN,Mrs,47,Yes,67.0,,Yes,Yes,Bank transfer (automatic),108.75,7156.2,Yes
3695,6088-BXMRG,Mr,54,Yes,32.0,,No,Yes,PayPal,98.85,3089.6,No
3696,3144-AUDBS,Mrs,51,Yes,6.0,,Yes,No,Credit card,49.15,270.8,Yes
3697,4821-SJHJV,Mr,67,Yes,32.0,,No,Yes,Credit card,89.6,2901.8,No
3698,7346-MEDWM,Mr,46,No,59.0,,No,No,,83.25,4949.1,No
3699,1137-DGOWI,,69,Yes,30.0,Fiber optic,Yes,No,Credit card,70.25,2198.9,No
3700,5616-PRTNT,Mr,67,No,20.0,,No,No,Bank transfer (automatic),19.4,374.5,Yes
3701,3812-LRZIR,Mrs,47,Yes,27.0,,No,No,Credit card,24.5,761.95,No
3702,4818-QIUFN,Mrs,67,No,20.0,,No,No,Credit card,79.15,1520.9,Yes
3703,9483-GCPWE,Ms,51,No,9.0,,No,No,Credit card,20.1,190.25,No
3704,4227-OJHAL,Mr,52,Yes,68.0,,No,Yes,Credit card,73.0,5163,No
3705,9220-CXRSC,Mr,70,Yes,69.0,,Yes,No,Credit card,61.4,4059.85,No
3706,4993-JCRGJ,Mr,46,No,26.0,,Yes,No,Credit card,84.3,2281.6,No
3707,9537-JALFH,Mr,53,Yes,69.0,,No,No,Credit card,19.9,1356.7,No
3708,6698-OXETB,Mr,44,No,11.0,,No,No,Credit card,20.4,231.45,No
3709,2103-ZRXFN,Mr,45,No,1.0,,No,No,Credit card,50.75,50.75,No
3710,3724-BSCVH,Ms,68,Yes,10.0,,No,No,Bank transfer (automatic),20.45,242.4,No
3711,4877-TSOFF,Ms,55,Yes,55.0,,Yes,No,Credit card,75.75,4264.25,No
3712,9209-NWPGU,Mrs,121,No,44.0,,Yes,Yes,PayPal,65.4,2774.55,No
3713,6961-VCPMC,Mr,53,Yes,46.0,,No,No,Credit card,80.4,3605.2,Yes
3714,7306-YDSOI,Mr,69,Yes,69.0,,No,No,Credit card,59.75,4069.9,No
3715,5288-AHOUP,Mrs,52,No,11.0,,No,No,Credit card,78.5,874.2,No
3716,6688-UZPWD,Mrs,63,Yes,11.0,,No,Yes,Credit card,102.0,1145.35,Yes
3717,0655-YDGFJ,Mrs,58,No,29.0,,No,No,Credit card,48.95,1323.7,No
3718,8468-EHYJA,Mr,55,Yes,57.0,,No,Yes,Credit card,99.65,5497.05,No
3719,6823-SIDFQ,Mr,52,No,28.0,,No,No,Credit card,18.25,534.7,No
3720,1097-FSPVW,Mr,44,No,42.0,,No,No,Credit card,54.55,2455.05,No
3721,2839-RFSQE,Mr,62,No,2.0,,No,No,PayPal,20.65,38.7,Yes
3722,8328-SKJNO,Mr,51,No,23.0,,Yes,No,Bank transfer (automatic),40.65,947.4,No
3723,7010-ZMVBF,Mr,45,Yes,18.0,,No,No,Credit card,20.45,357,No
3724,5201-CBWYG,Ms,63,Yes,62.0,,No,No,Credit card,24.8,1476.25,No
3725,0968-GSIKN,Mr,58,No,1.0,,No,No,Credit card,70.8,70.8,Yes
3726,1965-DDBWU,Ms,54,No,16.0,,Yes,No,Credit card,89.05,1448.6,Yes
3727,9057-SIHCH,Mr,60,No,3.0,,No,Yes,Credit card,96.6,291.9,Yes
3728,6352-GIGGQ,Mrs,68,No,67.0,,Yes,Yes,Credit card,88.8,5903.15,No
3729,3635-QQRQD,Mrs,51,No,62.0,,No,No,PayPal,20.05,1201.65,No
3730,6771-XWBDM,Mrs,52,Yes,57.0,,No,Yes,Bank transfer (automatic),104.5,5921.35,Yes
3731,2897-DOVND,Ms,51,No,2.0,,No,No,Credit card,69.8,146.65,No
3732,3082-YVEKW,Mr,45,Yes,23.0,,Yes,Yes,Credit card,77.15,1759.4,No
3733,0191-EQUUH,Mr,59,No,25.0,,Yes,No,,35.05,844.45,No
3734,7134-HBPBS,,68,No,72.0,,Yes,Yes,Credit card,108.1,7774.05,No
3735,3489-HHPFY,Mrs,47,Yes,2.0,,No,Yes,Credit card,84.05,134.05,No
3736,2926-JEJJC,Mrs,46,No,8.0,,No,No,Credit card,20.2,140.95,No
3737,8601-QACRS,Mr,121,No,5.0,,No,No,Credit card,50.6,249.95,Yes
3738,4950-BDEUX,Mr,44,No,35.0,,No,Yes,Credit card,49.2,1701.65,No
3739,5789-LDFXO,Mr,50,No,24.0,,No,No,Credit card,24.6,592.65,No
3740,0508-OOLTO,Ms,67,Yes,2.0,,No,No,Credit card,71.65,135.75,No
3741,2984-TBYKU,Mrs,53,Yes,72.0,,Yes,No,Credit card,104.9,7732.65,No
3742,9822-WMWVG,Ms,59,No,41.0,,Yes,Yes,Bank transfer (automatic),106.5,4282.4,No
3743,2391-SOORI,Mrs,47,No,4.0,,No,No,Credit card,49.35,219.65,Yes
3744,9040-KZVWO,Mr,69,No,26.0,,No,No,Bank transfer (automatic),75.5,2018.1,No
3745,2645-QTLMB,Mr,52,No,7.0,,No,Yes,Credit card,94.25,669,Yes
3746,4806-HIPDW,Mr,47,Yes,1.0,DSL,No,No,Credit card,68.95,68.95,Yes
3747,1548-ARAGG,Mr,56,Yes,4.0,,Yes,No,PayPal,58.5,224.85,No
3748,6339-RZCBJ,Mr,58,No,48.0,,Yes,Yes,Credit card,78.9,3771.5,No
3749,4424-TKOPW,Mr,62,No,2.0,,No,Yes,Credit card,93.85,196.75,Yes
3750,4415-WNGVR,Mrs,50,Yes,12.0,,Yes,Yes,Credit card,79.2,943.85,No
3751,2522-AHJXR,Mr,64,Yes,60.0,,Yes,Yes,Credit card,109.45,6572.85,No
3752,0412-UCCNP,Ms,58,No,55.0,,Yes,No,Bank transfer (automatic),59.2,3175.85,No
3753,1816-FLZDK,Ms,55,No,1.0,,Yes,No,Credit card,29.15,29.15,No
3754,7096-UCLNH,Mrs,62,No,1.0,,No,No,Credit card,20.05,20.05,No
3755,8443-ZRDBZ,Mrs,49,No,4.0,,No,No,Credit card,76.05,318.9,Yes
3756,9136-ALYBR,Ms,55,No,1.0,,No,No,Credit card,24.45,24.45,Yes
3757,4615-PIVVU,Mrs,47,No,42.0,,Yes,No,PayPal,66.5,2762.75,No
3758,8885-QSQBX,Mr,51,No,1.0,,No,No,Credit card,49.55,49.55,No
3759,7479-NITWS,Mr,47,No,7.0,,No,Yes,Bank transfer (automatic),89.35,631.85,Yes
3760,8617-ENBDS,Mr,55,No,3.0,,No,No,Credit card,73.6,232.5,No
3761,9385-NXKDA,Mr,54,Yes,72.0,,No,Yes,Credit card,82.65,5919.35,No
3762,0430-IHCDJ,Mr,44,No,15.0,,No,No,Credit card,49.0,749.25,No
3763,2959-MJHIC,Mr,53,Yes,4.0,,No,Yes,Credit card,80.35,307.4,Yes
3764,6674-KVJHG,Ms,49,No,11.0,,No,No,Credit card,25.2,245.15,No
3765,1814-DKOLC,,67,No,5.0,,No,No,Credit card,25.45,134.75,No
3766,4201-JMNGR,,44,No,1.0,,No,No,Credit card,55.8,55.8,Yes
3767,9351-HXDMR,Mr,58,Yes,72.0,,Yes,Yes,Credit card,110.9,8240.85,No
3768,3537-HPKQT,Mr,50,Yes,55.0,,No,No,Credit card,77.75,4266.4,No
3769,2129-ALKBS,Ms,54,Yes,40.0,DSL,No,No,Credit card,26.2,1077.5,No
3770,5821-MMEIL,Mr,68,Yes,57.0,DSL,No,No,Credit card,19.9,1115.6,No
3771,5960-WPXQM,Ms,67,No,1.0,Fiber optic,No,Yes,PayPal,79.05,79.05,Yes
3772,0684-AOSIH,,49,Yes,1.0,,No,Yes,Bank transfer (automatic),95.0,95,Yes
3773,8260-NGFNY,Mrs,60,No,1.0,,No,No,Bank transfer (automatic),25.2,25.2,Yes
3774,1309-XGFSN,Mrs,46,Yes,52.0,,No,Yes,Credit card,80.85,4079.55,No
3775,1866-RZZQS,Mr,61,No,41.0,DSL,No,Yes,PayPal,98.4,4187.75,Yes
3776,6968-URWQU,Mr,60,Yes,43.0,,No,Yes,Credit card,56.35,2391.15,No
3777,4742-TXUEX,Mr,53,Yes,47.0,,No,No,Credit card,19.3,890.5,No
3778,9631-XEYKE,Mr,50,No,3.0,,No,No,Credit card,50.4,137.25,No
3779,8631-NBHFZ,Ms,121,Yes,66.0,,Yes,Yes,Credit card,79.4,5154.6,Yes
3780,1335-MXCSE,Mr,53,Yes,55.0,,Yes,No,PayPal,55.25,3119.9,No
3781,8873-TMKGR,Mrs,46,No,29.0,,No,No,Credit card,19.1,529.5,No
3782,8800-JOOCF,Mrs,55,No,12.0,,No,Yes,Credit card,84.05,966.55,No
3783,1469-LBJQJ,Mrs,43,Yes,66.0,,No,Yes,Credit card,105.2,6936.85,No
3784,4958-XCBDQ,Ms,51,No,35.0,,No,Yes,Credit card,101.4,3496.3,Yes
3785,8337-UPOAQ,Mr,69,Yes,10.0,,No,No,Credit card,89.8,914.3,Yes
3786,0064-YIJGF,Mrs,51,Yes,27.0,,No,No,Credit card,75.75,1929,No
3787,2386-OWURY,Mrs,49,No,58.0,,Yes,Yes,Credit card,95.3,5817.7,No
3788,1725-IQNIY,Mrs,68,Yes,54.0,,Yes,Yes,Credit card,109.75,6110.2,Yes
3789,0310-VQXAM,Mrs,50,No,9.0,,No,No,Credit card,19.85,178.8,No
3790,6598-RFFVI,Mr,48,No,2.0,,No,No,Credit card,19.3,28.3,Yes
3791,3453-RTHJQ,Mr,64,No,6.0,,No,No,Credit card,69.1,435,No
3792,6712-OAWRH,Mrs,59,No,26.0,,No,Yes,Credit card,91.25,2351.8,Yes
3793,6278-FEPBZ,Ms,55,No,9.0,,No,No,,20.25,186.15,No
3794,4280-DLSHD,Mrs,57,Yes,8.0,,No,No,Credit card,54.75,445.85,No
3795,1508-DFXCU,Mr,62,No,12.0,,No,Yes,Credit card,81.45,912,No
3796,8614-VGMMV,Mrs,60,No,15.0,,No,No,PayPal,49.1,679.55,Yes
3797,7868-BGSZA,Mr,58,Yes,43.0,,No,Yes,Credit card,80.2,3581.6,No
3798,2800-QQUSO,Mr,56,No,42.0,,Yes,Yes,,100.3,4222.95,No
3799,2930-UOTMB,Mr,43,No,31.0,,Yes,No,PayPal,65.25,1994.3,Yes
3800,7973-DZRKH,Mr,55,No,66.0,,Yes,No,Bank transfer (automatic),90.95,5930.05,No
3801,5914-DVBWJ,Mrs,68,No,18.0,,Yes,No,PayPal,85.45,1505.85,Yes
3802,7698-YFGEZ,Mr,42,No,1.0,,No,No,Credit card,20.0,20,No
3803,2533-QVMSK,Mr,50,Yes,61.0,,Yes,Yes,Bank transfer (automatic),94.1,5638.3,Yes
3804,9773-PEQBZ,Mr,57,No,10.0,,No,No,Credit card,79.85,797.25,No
3805,8644-XLFBW,Mr,43,No,1.0,,No,No,Credit card,71.65,71.65,Yes
3806,0650-BWOZN,Mrs,44,No,18.0,,No,No,PayPal,73.55,1359.45,No
3807,8625-AZYZY,Mr,59,Yes,24.0,DSL,No,Yes,Bank transfer (automatic),104.65,2542.45,Yes
3808,7785-RDVIG,Mr,47,Yes,3.0,,No,No,Credit card,19.3,54.7,No
3809,9602-WCXPI,Mrs,69,No,50.0,,No,No,Credit card,20.15,989.05,No
3810,2903-YYTBW,,70,Yes,1.0,,No,No,Credit card,44.55,44.55,No
3811,3620-MWJNE,Mr,49,No,2.0,,Yes,No,Credit card,54.45,87.3,No
3812,8573-JGCZW,Mr,57,No,17.0,,No,No,Credit card,19.65,351.55,No
3813,6837-HAEVO,Mr,63,Yes,69.0,,No,Yes,Credit card,105.0,7297.75,No
3814,6701-YVNQG,Mr,48,Yes,72.0,,Yes,Yes,PayPal,88.7,6301.7,No
3815,9306-CPCBC,,58,No,3.0,,No,No,Credit card,74.25,210.3,Yes
3816,4304-XUMGI,Mr,0,Yes,50.0,,No,No,Credit card,75.15,3822.45,No
3817,9504-YAZWB,,43,No,53.0,,No,No,Credit card,20.25,1048.45,No
3818,8819-ZBYNA,Mr,52,Yes,58.0,,Yes,Yes,Credit card,109.1,6393.65,No
3819,6174-NRBTZ,Mr,50,No,46.0,DSL,No,No,Credit card,30.75,1489.3,No
3820,9481-IEBZY,Mr,68,Yes,72.0,,Yes,Yes,Credit card,112.9,8061.5,No
3821,1833-VGRUM,Mr,56,No,1.0,,No,No,PayPal,74.2,74.2,Yes
3822,6137-NICCO,Mrs,68,Yes,6.0,,No,Yes,Credit card,94.05,518.75,No
3823,9065-ZCPQX,Mrs,71,Yes,72.0,,Yes,No,,78.85,5763.15,No
3824,6402-EJMWF,Mr,60,No,4.0,,No,No,Credit card,55.3,238.5,No
3825,3620-EHIMZ,Ms,62,Yes,52.0,,No,No,PayPal,19.35,1031.7,No
3826,3213-VVOLG,Mr,48,Yes,0.0,,No,No,Credit card,25.35, ,No
3827,6870-ECSHE,Mr,50,No,2.0,,No,No,Credit card,20.45,34.8,No
3828,8747-UDCOI,Mr,42,Yes,65.0,,No,No,Credit card,19.35,1319.95,No
3829,8374-XGEJJ,Mr,43,Yes,43.0,,No,Yes,Credit card,101.0,4388.4,Yes
3830,2656-TABEH,Mr,54,Yes,4.0,,No,Yes,Bank transfer (automatic),100.2,420.2,Yes
3831,6946-LMSQS,Mr,57,Yes,25.0,,No,No,Credit card,89.05,2177.45,Yes
3832,4626-OZDTJ,Mr,48,Yes,51.0,,Yes,Yes,Credit card,78.65,3950.85,No
3833,9169-BSVIN,Mr,64,No,12.0,DSL,No,Yes,Credit card,74.75,827.05,No
